cod_municipio;modulo_fiscal_ha;fracao_minima_parcelamento_ha;zona_tipica_modulo;zona_pecuaria;data_referencia;fonte;observacao
2312205;55.0;3.0;B2;5;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2312007;65.0;3.0;B2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2312106;55.0;2.0;A2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2312304;40.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2312403;50.0;2.0;A1;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2312502;55.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2312601;50.0;2.0;A1;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2312700;50.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2312809;65.0;3.0;B2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2312908;50.0;3.0;B2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313005;55.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313104;55.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313203;80.0;4.0;B3;5;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313252;50.0;2.0;A2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313302;90.0;4.0;B3;5;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313351;45.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313401;45.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313500;50.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313559;35.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313609;50.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313708;40.0;3.0;B2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313757;35.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313807;35.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313906;65.0;3.0;B2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2313955;55.0;3.0;B2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2314003;50.0;2.0;A2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2314102;50.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2600054;7.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2600104;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2600302;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2600401;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2600500;40.0;2.0;A2;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2600609;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2600708;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2600807;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2600906;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2601003;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2601052;14.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2601201;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2601300;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2601409;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2601508;16.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2601706;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2601904;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2602100;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2602209;22.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2602308;28.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2602407;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2602506;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2602605;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2602704;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2602803;35.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2602902;7.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2603108;26.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2603207;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2603306;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2603405;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2603454;7.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2603504;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2603603;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2603702;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2603801;26.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2603900;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2604007;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2604106;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2604155;26.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2604205;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2604403;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2604502;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2604601;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2604700;45.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2604809;16.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2604908;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2605004;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2605103;65.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2605202;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2605400;20.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2605509;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2605608;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2605806;35.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2605905;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2606002;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2606101;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2606200;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2606408;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2606507;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2606705;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2606804;14.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2606903;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2607604;7.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2607109;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2607208;14.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2607505;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2607653;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2607703;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2607752;14.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2607802;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2607901;7.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2607950;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608008;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608107;24.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608206;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608255;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608305;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608404;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608453;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608503;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608602;45.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608701;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608800;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2608909;22.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2609006;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2609105;22.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2609154;65.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2609204;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2609402;7.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2609501;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2609600;7.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2609709;22.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2610004;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2610103;45.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2610202;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2610301;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2610509;35.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2610608;14.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2610707;7.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2610806;35.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2610905;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2611200;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2611309;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2611408;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2611507;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2611533;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2611606;5.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2611705;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2611804;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2611903;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2612000;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2612109;26.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2612307;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2612406;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2612471;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2612505;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2612703;22.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2612802;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2612901;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2613008;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2613107;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2613206;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2613305;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2613404;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2613602;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2613701;7.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2613800;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2614105;65.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2614204;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2614402;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2614501;26.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2614600;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2614709;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2614857;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2615003;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2615102;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2615300;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2615409;20.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2615508;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2615706;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2615805;35.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2615904;40.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2616001;35.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2616183;26.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2616209;20.0;4.0;B3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2616308;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2616407;14.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
2616506;14.0;4.0;B3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5200050;24.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5200100;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5200134;30.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5200159;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5200209;45.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5200506;35.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5200555;60.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5200829;60.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5200852;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5200902;20.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5201108;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5201207;45.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5201306;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5201405;22.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5201454;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5201504;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5201603;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5201702;45.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5201801;24.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5202155;45.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5202353;50.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5202502;50.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5202601;28.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5202809;20.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203104;45.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203203;30.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203302;35.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203401;45.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203500;22.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203559;16.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203575;60.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203609;20.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203807;50.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203906;40.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5203939;22.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204102;24.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204201;30.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204250;24.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204300;35.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204409;60.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204508;45.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204557;35.0;2.0;A1;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204607;20.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204656;50.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204706;60.0;4.0;B3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204805;28.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204854;16.0;2.0;A2;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5204953;50.0;2.0;A3;4;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5205000;20.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5205059;30.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5205109;40.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5205208;20.0;2.0;A1;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5205406;20.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5205455;22.0;2.0;A3;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5205471;40.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5205703;26.0;2.0;A3;2;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5205901;45.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
5206305;35.0;2.0;A2;3;2022-08-01;"INCRA — Índices Básicos (IE nº 5/2022; tabela de 2013)";
