cod_municipio;uf;modulo_fiscal_ha;numero_estabelecimentos_censo;area_estabelecimentos_censo_ha;valor_producao_florestal;produto_florestal_predominante;silvicultura_presente;ano_referencia_pevs;quantidade_cadastros_car;area_car_uniao_ha;percentual_sobreposicao_car;mediana_modulos_fiscais_car;percentual_pequenos_imoveis_car;percentual_medios_imoveis_car;percentual_grandes_imoveis_car;percentual_area_pequenos_imoveis_car;percentual_area_medios_imoveis_car;percentual_area_grandes_imoveis_car;mapbiomas_agricultura_ha;mapbiomas_pastagem_ha;mapbiomas_silvicultura_ha
1500131;PA;70.0;186.0;25917.0;6948.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;674.0;56554.9551;16.07;0.6258;94.53;4.71;0.76;63.08;22.72;14.2;1347.7948;45224.2396;488.7822
1500206;PA;50.0;6373.0;154795.0;;;False;2025;9143.0;374376.0148;33.57;0.3003;98.22;1.05;0.72;43.65;8.93;47.42;40194.6305;90999.1444;230.4106
1500305;PA;70.0;4296.0;133819.0;;;False;2025;866.0;560948.7292;34.32;0.7814;92.82;2.59;4.59;7.04;1.78;91.18;28.2494;1006.8767;5.0957
1500347;PA;70.0;1614.0;408679.0;;;False;2025;3218.0;510941.6244;25.1;0.8189;88.06;8.93;3.01;32.12;25.5;42.38;1431.2235999999998;420160.899;
1500404;PA;75.0;4940.0;302046.0;;;False;2025;5326.0;1171959.3541;40.98;0.4176;96.16;2.79;1.04;27.63;9.69;62.68;24.2194;196040.23;1.3405
1500503;PA;70.0;1093.0;181246.0;0.0;;True;2025;7375.0;2053314.4595;48.37;1.2352;87.65;5.68;6.67;15.69;7.07;77.25;589.4304;64964.9873;56448.9102
1500602;PA;75.0;3896.0;1527792.0;1350.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;7155.0;5706223.217;38.22;1.0623;78.84;13.18;7.98;4.65;6.92;88.43;19057.0532;1096080.7726;
1500701;PA;70.0;1666.0;162642.0;;;False;2025;1771.0;683852.5827;47.4;0.7501;86.8;5.44;7.76;7.24;4.07;88.7;0.0;199.2429;
1500800;PA;7.0;287.0;1401.0;;;False;2025;233.0;8042.9356;46.15;0.0586;91.63;3.52;4.85;7.83;4.97;87.2;4.3792;591.9169;
1500859;PA;70.0;2403.0;396206.0;;;False;2025;4465.0;605545.3221;43.22;1.0259;92.81;4.57;2.62;32.75;12.25;55.0;1.8707;299517.2485;
1500909;PA;55.0;3531.0;38004.0;;;False;2025;1322.0;34184.8779;7.26;0.189;98.86;0.99;0.15;76.96;15.72;7.32;193.8675;20979.3151;
1500958;PA;55.0;2364.0;122139.0;2847.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;2179.0;162256.1699;33.48;0.4961;94.3;3.29;2.41;33.79;13.72;52.49;3181.4811;111608.7871;53.866
1501006;PA;75.0;1151.0;105724.0;;;False;2025;2865.0;789524.3637;32.91;1.2042;86.89;6.11;7.0;20.27;11.7;68.03;54.141;92446.9138;
1501105;PA;70.0;1468.0;121285.0;;;False;2025;967.0;365454.1575;45.2;0.1701;85.01;8.45;6.55;6.67;10.05;83.28;7.6815;8312.897;
1501204;PA;70.0;2820.0;74230.0;;;False;2025;2890.0;249307.6717;36.02;0.5474;94.81;3.49;1.71;30.6;14.13;55.27;988.3736000000001;86083.1475;13.9247
1501253;PA;75.0;491.0;232633.0;;;False;2025;1021.0;285742.4837;18.86;1.1674;82.69;11.5;5.8;22.77;19.81;57.42;437.9623;194849.9412;
1501303;PA;70.0;3120.0;21098.0;;;False;2025;1728.0;48228.7581;35.44;0.0699;98.77;0.93;0.29;40.5;14.78;44.71;243.4291;9508.8515;3.5748
1501402;PA;5.0;601.0;6166.0;;;False;2025;2573.0;25643.1073;27.04;0.0375;95.76;2.69;1.56;15.13;6.96;77.91;26.722099999999998;3487.1667;0.8937
1501451;PA;75.0;506.0;45837.0;;;False;2025;1922.0;653992.3232;7.12;0.4564;96.91;2.74;0.35;13.86;4.31;81.83;28999.938899999997;34088.0933;
1501501;PA;7.0;211.0;2803.0;;;False;2025;784.0;7548.0727;12.07;0.1802;94.87;3.59;1.54;31.87;15.44;52.7;104.5691;5213.0263;0.8937
1501576;PA;70.0;1294.0;143443.0;;;False;2025;2134.0;198313.2119;16.81;0.6934;93.88;5.02;1.1;50.0;23.25;26.76;3721.0045;156814.4721;304.2392
1501600;PA;55.0;1086.0;43134.0;;;False;2025;712.0;46419.2325;4.42;0.4533;96.04;2.69;1.27;48.0;15.04;36.95;12488.121500000001;27814.4273;
1501709;PA;55.0;4538.0;95010.0;;;False;2025;2156.0;91813.5219;9.57;0.2776;96.0;3.63;0.37;57.95;31.16;10.89;135.14710000000002;69737.0802;
1501725;PA;75.0;1855.0;431123.0;;;False;2025;3428.0;439712.9005;16.97;1.1951;92.01;6.91;1.08;49.52;27.08;23.39;142.4566;232274.266;
1501758;PA;70.0;608.0;113066.0;9238.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;1035.0;111099.8258;22.25;0.7005;93.24;4.61;2.15;39.51;17.63;42.86;1804.3898;96254.5273;0.9787
1501782;PA;70.0;2490.0;291661.0;91688.0;1.1 - Carvão vegetal;True;2025;3593.0;337251.1835;25.38;0.7162;94.35;4.53;1.12;44.66;17.2;38.14;7482.9335;221247.7377;6.6927
1501808;PA;70.0;5082.0;235274.0;;;False;2025;1680.0;825275.2683;34.57;0.2213;95.45;1.38;3.18;4.48;1.26;94.26;0.0;1425.4807;
1501907;PA;55.0;2955.0;36988.0;;;False;2025;1910.0;48773.1819;28.31;0.2288;98.26;1.16;0.58;61.86;15.53;22.62;1848.5895;23360.5471;3.4849
1501956;PA;75.0;2028.0;125041.0;;;False;2025;1994.0;309753.7455;36.57;0.6997;96.6;2.38;1.01;26.62;4.85;68.52;15.8146;89966.8736;
1502004;PA;65.0;816.0;74594.0;;;False;2025;269.0;222226.0568;23.69;0.5098;68.63;9.41;21.96;2.1;5.0;92.9;1962.8787;585.4659;
1502103;PA;70.0;12889.0;96675.0;;;False;2025;2842.0;141667.5636;23.41;0.1158;97.8;1.35;0.85;32.91;11.47;55.62;20.9024;18081.3229;
1502152;PA;70.0;1148.0;131212.0;;;False;2025;2672.0;193039.6358;51.15;0.3474;96.36;2.69;0.95;25.11;9.41;65.48;1446.6656;129214.3014;
1502202;PA;55.0;920.0;25357.0;;;False;2025;2178.0;50822.9239;12.61;0.1901;98.8;0.92;0.28;74.12;13.91;11.98;1772.4126999999999;32741.9666;2.0558
1502301;PA;55.0;2418.0;106364.0;;;False;2025;4404.0;268052.8476;22.49;0.4645;96.98;2.13;0.89;47.31;10.96;41.73;7931.6401;182639.5436;8.3072
1502400;PA;55.0;1117.0;38086.0;;;False;2025;2456.0;71036.2663;17.37;0.0976;97.3;2.29;0.42;55.39;28.5;16.11;1399.2853;56841.017;7.5971
1502509;PA;65.0;1722.0;468467.0;;;False;2025;1402.0;839804.6047;28.4;1.3614;70.99;13.11;15.89;5.01;8.24;86.75;3.6653;1584.0197;2.0561
1502608;PA;55.0;465.0;2788.0;;;False;2025;193.0;7606.9508;11.78;0.2514;96.34;3.14;0.52;58.33;25.79;15.87;9.2067;2933.6338;
1502707;PA;75.0;3388.0;344172.0;;;False;2025;6789.0;528954.4413;38.45;0.573;95.09;3.47;1.43;43.28;15.05;41.67;9473.6953;351531.90040000004;10.6217
1502756;PA;55.0;1183.0;35964.0;;;False;2025;1652.0;59751.5461;28.68;0.3673;97.44;2.01;0.55;51.54;16.85;31.61;6492.9398;23816.5093;128.5694
1502764;PA;75.0;787.0;923618.0;;;False;2025;1811.0;1249657.7435;23.71;1.2825;82.28;7.98;9.74;9.06;5.26;85.67;13393.5221;671153.6987;2252.3146
1502772;PA;70.0;312.0;184006.0;;;False;2025;997.0;227481.1073;13.6;0.4697;87.22;7.22;5.57;16.23;15.71;68.07;2894.1226;172862.1734;
1502806;PA;70.0;2941.0;87923.0;;;False;2025;1083.0;370671.9797;48.66;0.161;96.56;1.58;1.86;4.13;1.31;94.56;;862.0862;
1502855;PA;75.0;495.0;70282.0;;;False;2025;768.0;104828.6897;40.21;0.503;91.99;5.75;2.26;21.18;14.32;64.51;0.9829;23377.3371;
1502905;PA;55.0;567.0;7074.0;;;False;2025;830.0;14788.4491;9.98;0.1172;98.91;0.97;0.12;77.26;16.41;6.33;62.3057;10476.6867;
1502939;PA;55.0;567.0;213396.0;106586.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;2668.0;513305.9486;15.5;1.3025;81.16;13.1;5.74;24.84;25.62;49.54;80256.0911;167979.1618;15982.9377
1502954;PA;70.0;2600.0;230765.0;;;False;2025;6101.0;320361.5975;49.17;0.4534;98.12;1.01;0.87;43.23;4.71;52.06;2433.5667999999996;265544.7465;5.7795
1503002;PA;75.0;103.0;6479.0;;;False;2025;793.0;64393.6731;50.52;0.4555;97.85;1.52;0.63;39.81;5.82;54.37;54.5118;12771.8766;
1503044;PA;75.0;1276.0;207691.0;;;False;2025;2745.0;310701.6877;26.06;0.8069;93.54;4.86;1.6;43.25;16.5;40.24;5723.2118;225770.7357;
1503077;PA;55.0;2211.0;93252.0;;;False;2025;1791.0;129528.8091;25.75;0.5336;95.28;3.34;1.38;49.21;16.42;34.36;1882.4713;94028.1401;
1503093;PA;55.0;1357.0;351585.0;;;False;2025;4124.0;591618.1314;15.22;0.9077;91.53;5.69;2.78;34.09;14.54;51.37;10634.4212;327756.9965;1.3383
1503101;PA;70.0;1346.0;57188.0;;;False;2025;2566.0;744394.3152;50.18;0.2769;97.61;0.95;1.44;7.93;1.14;90.93;1.5192;5441.8445;36.375
1503200;PA;55.0;2126.0;48858.0;;;False;2025;1251.0;53130.733;11.08;0.4073;96.15;3.19;0.65;51.79;28.71;19.49;2571.3693000000003;44300.2396;0.5363
1503309;PA;70.0;3863.0;46123.0;;;False;2025;4225.0;119758.4546;32.16;0.0833;98.98;0.48;0.55;51.04;7.63;41.32;36.0051;4783.7215;
1503408;PA;55.0;534.0;18181.0;;;False;2025;626.0;29164.5511;8.96;0.1943;96.61;2.58;0.81;46.13;19.85;34.02;50.671400000000006;18285.2168;
1503457;PA;55.0;2151.0;159822.0;;;False;2025;2781.0;541420.0404;28.88;0.6445;88.35;4.88;6.77;16.08;8.53;75.39;21606.412399999997;190391.2922;35.0089
1503507;PA;55.0;2356.0;77692.0;;;False;2025;2412.0;126385.0309;26.09;0.3968;96.58;2.3;1.13;42.75;13.17;44.08;1150.6735999999999;87372.1953;
1503606;PA;75.0;1597.0;341171.0;;;False;2025;5870.0;2318682.8061;23.56;1.3438;73.77;15.0;11.24;13.65;22.27;64.08;490.7539;433905.7159;
1503705;PA;70.0;3318.0;460210.0;;;False;2025;7040.0;597603.3156;42.93;0.7625;93.39;5.12;1.49;42.87;17.17;39.96;342.2073;412798.7549;21.1969
1503754;PA;75.0;434.0;163832.0;;;False;2025;622.0;1473422.9632;48.33;5.7595;46.35;24.06;29.59;1.37;3.63;94.99;1651.1751;146080.8778;
1503804;PA;70.0;731.0;132951.0;3687.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;1542.0;156372.9123;11.28;0.6989;93.62;5.23;1.15;49.08;24.12;26.81;1316.8575999999998;125452.4288;398.887
1503903;PA;75.0;1486.0;37763.0;;;False;2025;1463.0;692251.872;46.3;1.1128;75.64;10.47;13.89;7.27;8.08;84.65;201.0581;40858.2326;
1504000;PA;70.0;3813.0;37122.0;;;False;2025;229.0;70935.9837;40.72;0.1358;87.73;4.09;8.18;4.16;5.96;89.88;;100.2483;
1504059;PA;55.0;802.0;29734.0;;;False;2025;605.0;36701.8725;8.71;0.389;94.17;4.33;1.5;37.49;25.79;36.72;819.0496;34816.5064;
1504109;PA;55.0;441.0;11681.0;;;False;2025;546.0;10435.1367;9.4;0.097;98.53;1.47;0.0;73.7;26.3;0.0;1.609;4117.8385;
1504208;PA;70.0;5305.0;738374.0;;;False;2025;12755.0;1295857.7256;43.36;0.6463;92.6;4.42;2.98;27.59;12.27;60.13;3296.6666;764213.5815;67.5904
1504307;PA;55.0;1756.0;19236.0;;;False;2025;1059.0;23322.8936;8.26;0.1753;98.77;1.23;0.0;77.94;22.06;0.0;1110.4857;13970.9125;
1504406;PA;55.0;911.0;12329.0;;;False;2025;786.0;27439.1167;11.57;0.2246;97.32;2.17;0.51;61.24;24.14;14.62;156.3466;15954.3549;
1504422;PA;7.0;51.0;72.0;;;False;2025;155.0;3708.0441;27.47;0.1325;95.83;2.78;1.39;31.24;24.24;44.52;15.104000000000001;1332.5439;
1504455;PA;70.0;3457.0;299265.0;;;False;2025;5442.0;785324.874;45.52;0.6997;94.85;2.92;2.23;23.16;7.32;69.52;22.6734;225712.7485;
1504505;PA;70.0;1759.0;124.0;;;False;2025;570.0;314104.4803;47.53;0.286;87.34;4.81;7.84;5.74;4.04;90.22;0.0;3813.455;2.0551
1504604;PA;70.0;1480.0;26608.0;;;False;2025;878.0;62891.0022;16.04;0.3035;97.59;1.26;1.15;42.13;8.77;49.09;43.583299999999994;11511.5827;
1504703;PA;70.0;5831.0;361047.0;;;False;2025;11774.0;771450.0367;28.5;0.2916;96.3;2.02;1.68;37.06;13.68;49.26;56800.7825;240471.0438;617.6115
1504752;PA;75.0;1575.0;133126.0;;;False;2025;3545.0;665998.8322;36.32;0.8921;94.5;4.39;1.11;23.67;9.1;67.23;62112.144700000004;105383.8676;
1504802;PA;75.0;4225.0;202780.0;;;False;2025;9268.0;1314700.2792;47.8;0.4059;97.58;1.89;0.53;47.69;11.66;40.65;2292.0921;255870.1529;19.12
1504901;PA;65.0;2484.0;87666.0;;;False;2025;1484.0;256544.7983;27.56;0.3752;86.71;7.36;5.93;14.43;16.39;69.18;0.7149;105.7255;
1504950;PA;75.0;1378.0;78957.0;;;False;2025;949.0;176032.6743;21.06;0.6782;96.83;1.97;1.2;27.96;4.27;67.77;20390.5138;77435.3455;
1504976;PA;70.0;1428.0;120089.0;;;False;2025;1944.0;127278.3479;32.91;0.6613;96.88;2.34;0.78;55.67;11.38;32.95;410.466;110841.4638;348.8325
1505007;PA;55.0;906.0;26338.0;;;False;2025;509.0;33331.6504;9.45;0.4559;93.27;5.15;1.58;36.08;31.93;31.98;391.66720000000004;26148.7414;
1505031;PA;75.0;1318.0;841898.0;;;False;2025;3327.0;1588336.7512;16.35;2.0851;68.54;20.89;10.57;14.04;26.03;59.92;13199.9792;693530.3576;
1505064;PA;70.0;5424.0;865231.0;;;False;2025;12330.0;1126214.0301;43.15;0.7419;94.42;4.45;1.13;39.11;14.75;46.14;4185.5431;832222.5473;
1505106;PA;75.0;2780.0;241177.0;;;False;2025;3267.0;782887.218;32.47;0.7276;91.52;6.24;2.25;26.18;15.76;58.06;90.9626;127018.4964;
1505205;PA;70.0;3725.0;38288.0;;;False;2025;2457.0;275006.1554;38.22;0.1919;97.18;1.33;1.49;16.96;3.65;79.39;30.0941;26524.5739;
1505304;PA;75.0;2440.0;124183.0;;;False;2025;3292.0;1642935.798;41.71;0.5551;94.05;4.77;1.18;6.13;2.71;91.16;340.2937;73391.094;
1505403;PA;55.0;1159.0;37429.0;;;False;2025;983.0;50081.3163;31.89;0.2134;93.65;5.02;1.33;31.13;30.67;38.2;248.988;33057.2213;
1505437;PA;75.0;1207.0;203478.0;;;False;2025;1781.0;215751.3006;48.09;0.6439;92.28;5.55;2.17;23.22;12.96;63.81;130.8834;150165.4931;
1505486;PA;70.0;4422.0;807620.0;;;False;2025;11006.0;1125920.9121;42.58;0.9255;93.95;4.71;1.34;40.79;16.21;43.01;3750.4314999999997;637160.916;1.4276
1505494;PA;70.0;433.0;63368.0;;;False;2025;704.0;92030.9297;23.68;0.6405;92.05;4.65;3.3;31.39;16.72;51.89;1084.8225;71738.4106;
1505502;PA;55.0;1446.0;856019.0;95005.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;3876.0;1810488.4637;15.76;0.9862;75.47;8.76;15.77;7.9;7.86;84.23;189783.93150000004;432328.9462;545.2605
1505536;PA;70.0;1297.0;87951.0;;;False;2025;2147.0;510631.6819;46.43;0.3755;96.67;2.77;0.56;7.53;3.29;89.18;82.937;84930.0913;
1505551;PA;75.0;570.0;123819.0;;;False;2025;1358.0;134412.1083;31.17;0.4126;92.25;5.2;2.55;28.44;19.64;51.92;113.2329;96657.5075;0.0
1505601;PA;55.0;718.0;35815.0;;;False;2025;512.0;33880.377;6.42;0.3988;92.72;6.1;1.18;38.44;35.78;25.79;182.6969;23341.5782;
1505635;PA;75.0;1334.0;298015.0;;;False;2025;3428.0;288470.7317;29.39;0.538;95.88;3.04;1.08;44.02;14.67;41.3;2751.1166000000003;275649.6205;10.8399
1505650;PA;75.0;2722.0;301243.0;;;False;2025;4677.0;562797.4442;29.49;1.2339;97.27;2.18;0.55;50.81;8.1;41.09;5084.5069;235487.8585;
1505700;PA;65.0;2841.0;41996.0;;;False;2025;1342.0;227475.8216;15.98;0.1578;90.29;5.08;4.63;10.33;13.65;76.02;7.596900000000001;199.3955;0.715
1505809;PA;70.0;2348.0;105277.0;;;False;2025;5397.0;2450005.0494;44.64;1.3146;77.59;11.14;11.27;7.92;8.91;83.18;904.4378;261356.6729;
1505908;PA;70.0;1584.0;316242.0;;;False;2025;1978.0;1556805.1642;23.06;0.9565;89.88;4.74;5.38;6.26;2.55;91.19;317.07849999999996;97683.3881;197.9131
1506005;PA;70.0;1211.0;117118.0;;;False;2025;5773.0;1183533.3688;39.76;0.9776;88.55;6.93;4.52;20.81;12.04;67.15;3324.9705;168399.3384;109.0071
1506104;PA;55.0;388.0;4877.0;;;False;2025;462.0;17854.6418;20.89;0.2329;96.75;2.39;0.87;46.25;22.06;31.68;65.6982;7751.8432;
1506112;PA;55.0;151.0;1897.0;;;False;2025;298.0;7400.5999;5.57;0.1828;98.99;0.67;0.34;74.41;7.89;17.7;9.8326;3253.0355;
1506138;PA;75.0;986.0;245824.0;;;False;2025;2660.0;365154.8209;25.56;0.6254;90.96;5.68;3.36;26.5;15.35;58.14;7778.9122;239513.20419999998;171.1745
1506161;PA;75.0;1064.0;322054.0;;;False;2025;1975.0;393632.8822;21.79;0.8589;87.06;8.25;4.69;27.25;20.34;52.41;2535.0647;315904.73209999996;
1506187;PA;55.0;1850.0;364997.0;50660.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;5015.0;764628.3325;22.5;0.969;86.6;9.69;3.72;31.45;21.61;46.94;39777.268299999996;405679.7017;2477.4947
1506195;PA;75.0;2660.0;309902.0;;;False;2025;4366.0;493367.8835;31.81;1.2742;97.08;1.94;0.98;49.63;7.73;42.63;1409.6871999999998;200297.7429;
1506203;PA;55.0;210.0;898.0;;;False;2025;352.0;6826.9373;9.61;0.1751;99.43;0.57;0.0;91.93;8.07;0.0;60.339099999999995;2475.1514;
1506302;PA;65.0;344.0;14360.0;;;False;2025;331.0;50297.9488;19.0;0.2489;88.22;6.95;4.83;14.6;18.15;67.24;865.1003000000001;964.1416;
1506351;PA;7.0;447.0;8002.0;;;False;2025;763.0;17963.2209;20.23;1.2325;93.82;3.42;2.76;27.03;5.54;67.42;611.4257;5023.9609;
1506401;PA;65.0;175.0;22626.0;;;False;2025;130.0;86353.1004;11.87;1.6767;73.64;8.53;17.83;7.64;6.1;86.26;0.0894;;
1506500;PA;55.0;1213.0;21497.0;;;False;2025;1935.0;50313.8037;18.88;0.0727;97.42;2.26;0.32;49.13;31.19;19.68;2224.6783;27008.6349;27.6172
1506559;PA;75.0;1131.0;68167.0;;;False;2025;999.0;87514.9051;12.55;0.3613;93.77;4.19;2.04;42.55;24.64;32.81;1258.5525;66551.0197;0.5362
1506583;PA;75.0;2788.0;798318.0;;;False;2025;5716.0;1021625.7876;39.52;0.8959;91.57;5.01;3.42;27.55;9.74;62.71;40045.7684;585448.8278000001;17569.037200000002
1506609;PA;55.0;1217.0;24953.0;;;False;2025;819.0;28595.3723;7.7;0.3763;96.89;2.86;0.25;66.17;28.25;5.58;363.0256;31856.0036;
1506708;PA;75.0;2051.0;857864.0;;;False;2025;3798.0;1174973.7113;37.76;1.0133;88.44;5.49;6.07;16.77;6.94;76.3;81443.0942;582482.1228;2798.1553
1506807;PA;75.0;7379.0;180512.0;;;False;2025;4667.0;1648598.577;32.94;0.3969;92.19;4.02;3.79;9.09;5.66;85.25;27295.0279;87962.4444;
1506906;PA;55.0;233.0;7952.0;;;False;2025;341.0;13493.9979;15.99;0.2545;96.44;2.67;0.89;51.51;22.22;26.27;9.6536;7499.6781;
1507003;PA;55.0;883.0;19248.0;;;False;2025;1130.0;25449.7628;15.5;0.1073;97.59;2.32;0.09;63.39;31.73;4.87;2367.9362;16743.1199;17.3399
1507102;PA;55.0;626.0;14476.0;;;False;2025;505.0;20166.2819;15.82;0.2264;95.37;4.02;0.6;46.3;40.1;13.6;486.1608;10408.238;1.0726
1507151;PA;70.0;1016.0;112369.0;;;False;2025;1887.0;133012.1508;35.92;0.6405;94.93;3.79;1.28;47.0;15.96;37.04;1782.5241;115447.9696;1.0679
1507201;PA;55.0;3151.0;80819.0;;;False;2025;3587.0;131973.8591;37.64;0.41;97.27;1.91;0.82;51.48;14.17;34.34;3793.9994;90148.0334;226.0323
1507300;PA;75.0;6375.0;2462092.0;;;False;2025;12948.0;3336460.165;37.39;1.0496;82.8;11.11;6.1;18.22;19.25;62.54;11596.7709;1959493.6169;26.9977
1507409;PA;55.0;686.0;35480.0;;;False;2025;728.0;34324.3438;13.93;0.443;95.96;3.34;0.7;51.94;22.43;25.63;34.053399999999996;30269.3126;7.1502
1507458;PA;75.0;1213.0;254157.0;;;False;2025;3441.0;253025.5275;37.63;0.5204;95.42;3.48;1.1;43.16;15.86;40.99;3758.7992;234136.6626;
1507466;PA;55.0;181.0;6958.0;;;False;2025;395.0;7865.2982;9.0;0.167;98.72;1.28;0.0;78.34;21.66;0.0;50.682900000000004;5609.2153;
1507474;PA;55.0;521.0;13816.0;;;False;2025;506.0;28337.0954;25.26;0.3853;94.04;4.17;1.79;37.75;19.71;42.54;33.1631;10288.0862;
1507508;PA;70.0;1220.0;77603.0;;;False;2025;2243.0;101520.2294;35.63;0.4031;96.95;2.36;0.69;54.52;16.37;29.11;2118.6954;88048.161;
1507607;PA;55.0;2250.0;72647.0;;;False;2025;1941.0;77866.7681;13.29;0.264;96.93;2.23;0.83;52.99;20.92;26.09;1095.9926999999998;61734.8212;0.5362
1507706;PA;70.0;2382.0;48426.0;;;False;2025;105.0;138948.4732;35.28;0.9587;66.67;13.79;19.54;1.72;4.89;93.39;;92.5876;
1507755;PA;75.0;236.0;372562.0;;;False;2025;316.0;143887.385;32.14;0.4686;87.54;5.9;6.56;10.43;6.94;82.63;2376.5838000000003;109814.684;
1507805;PA;70.0;2224.0;217455.0;;;False;2025;2821.0;454385.1679;39.65;1.0279;91.34;6.24;2.42;34.94;16.82;48.24;0.0;179719.7654;
1507904;PA;65.0;120.0;198911.0;;;False;2025;201.0;258735.1884;13.33;2.1179;57.73;10.82;31.44;1.96;4.32;93.72;2.6819;2424.6771;
1507953;PA;50.0;939.0;233954.0;770.0;1.3.2 - Madeira em tora para outras finalidades;True;2025;3376.0;463254.1219;26.38;0.6624;92.21;3.93;3.87;25.16;9.37;65.47;65469.3267;155304.5289;16.6975
1507961;PA;55.0;104.0;2111.0;;;False;2025;744.0;15534.0562;10.29;0.1177;98.64;1.08;0.27;70.89;16.82;12.29;223.8182;10811.2079;0.8939
1507979;PA;75.0;572.0;39307.0;;;False;2025;1313.0;86443.8436;44.29;0.4011;97.55;2.14;0.31;49.44;11.31;39.25;239.9746;24138.0164;
1508001;PA;50.0;3050.0;240377.0;;;False;2025;4736.0;453556.5149;30.52;0.3882;92.78;3.91;3.31;20.77;12.74;66.49;47789.523;166921.7302;452.4066
1508035;PA;55.0;3072.0;28338.0;;;False;2025;1145.0;38607.5732;12.16;0.15;97.9;1.4;0.7;54.84;16.86;28.3;898.1997;36655.2715;4.7371
1508050;PA;75.0;726.0;139775.0;;;False;2025;2032.0;366263.3553;21.6;1.3248;88.88;8.43;2.69;39.57;22.79;37.64;301.035;150783.3961;
1508084;PA;75.0;1869.0;226858.0;;;False;2025;2875.0;409347.0963;60.48;0.6262;96.52;3.2;0.28;17.42;4.43;78.15;697.8917;206361.4113;
1508100;PA;70.0;1410.0;139934.0;;;False;2025;1725.0;117097.8346;36.28;0.6348;95.97;2.49;1.54;45.18;14.92;39.9;405.4708;70404.9892;1.16
1508126;PA;55.0;1246.0;330144.0;65378.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;2446.0;501521.882;22.05;0.7761;87.86;5.82;6.33;19.15;10.74;70.11;70351.76800000001;187459.7912;9561.5411
1508159;PA;70.0;3993.0;548567.0;;;False;2025;6814.0;891485.6875;23.26;1.0297;94.07;4.77;1.16;39.26;15.52;45.23;8333.6949;336584.1908;
1508209;PA;55.0;945.0;8247.0;;;False;2025;885.0;21009.2627;12.14;0.0905;98.17;1.72;0.11;67.52;27.45;5.03;383.8106;10648.7036;0.5363
1508308;PA;75.0;4241.0;231045.0;;;False;2025;4746.0;372693.2493;26.56;0.3416;95.52;2.33;2.16;37.16;14.2;48.63;173.1156;163782.9871;
1508357;PA;75.0;1075.0;180457.0;;;False;2025;2041.0;235295.5079;15.64;1.0325;91.39;7.37;1.24;50.87;29.02;20.1;76.3395;148631.8297;
1508407;PA;75.0;918.0;221043.0;;;False;2025;2286.0;370309.9802;21.03;0.6643;92.94;4.43;2.62;30.34;12.18;57.48;3945.2179;313883.2974;
1600055;AP;50.0;114.0;5243.0;;;False;2025;339.0;128297.9916;11.51;0.852;95.11;3.67;1.22;8.69;3.67;87.64;6.1651;802.4204;
1600105;AP;70.0;223.0;196152.0;;;False;2025;548.0;217877.7786;36.43;1.4744;61.99;32.58;5.43;7.34;45.02;47.64;170.378;94.7072;41.186
1600154;AP;50.0;594.0;33177.0;;;False;2025;1326.0;239170.9995;32.79;1.1614;89.92;8.14;1.93;29.24;16.79;53.96;18.5926;4112.3493;5.6317
1600204;AP;70.0;213.0;138322.0;;;False;2025;984.0;407010.7499;21.64;1.9238;62.31;31.98;5.71;11.38;45.15;43.47;56.6299;2681.7662;11.0771
1600212;AP;50.0;182.0;233800.0;;;False;2025;554.0;137348.1482;12.99;1.0022;81.07;12.05;6.88;14.57;18.46;66.97;1.3408;606.8506;11.1733
1600238;AP;50.0;226.0;136947.0;76182.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;996.0;315083.1496;37.1;0.8961;79.76;15.35;4.89;9.26;21.14;69.6;789.5685000000001;8362.4618;50323.828
1600253;AP;50.0;215.0;60302.0;;;False;2025;715.0;92522.6807;30.76;0.6267;86.28;9.76;3.96;18.67;26.49;54.84;2571.3943;1890.2857;4017.0965
1600279;AP;70.0;427.0;30078.0;;;False;2025;381.0;305026.5835;5.77;0.5338;95.2;3.2;1.6;5.79;1.37;92.84;3.7544;4709.2209;1072.3251
1600303;AP;50.0;1828.0;130310.0;70239.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;3809.0;382614.1925;30.89;0.4023;88.9;8.46;2.65;23.58;29.03;47.39;9648.9277;8498.8917;10606.6093
1600402;AP;70.0;1169.0;88157.0;;;False;2025;1265.0;1212818.1465;11.49;0.5971;88.92;8.37;2.71;4.19;4.45;91.36;43.357;3417.8145;439.6344
1600501;AP;70.0;1136.0;28868.0;;;False;2025;470.0;72823.181;9.58;0.4767;92.03;6.68;1.29;26.96;24.45;48.58;30.7006;3393.1099;
1600535;AP;50.0;739.0;81200.0;49582.0;1.3.1 - Madeira em tora para papel e celulose;True;2025;2126.0;328083.2793;17.75;0.9832;87.43;11.55;1.02;25.77;33.57;40.66;70.8884;13834.5266;19045.3123
